Id,SalePrice_pred
1601,32611.42
1602,123939.94
1603,90561.02
1604,271219.36
1605,254083.16
1606,157534.5
1607,166824.22
1608,233693.68
1609,189642.9
1610,147405.03
1611,140535.06
1612,185426.58
1613,163371.79
1614,137553.47
1615,88616.51
1616,53480.31
1617,73555.13
1618,118480.78
1619,153969.64
1620,156513.09
1621,132146.06
1622,147152.46
1623,266512.78
1624,217281.92
1625,116531.33
1626,177715.93
1627,186713.67
1628,286823.6
1629,184281.03
1630,303653.08
1631,218682.3
1632,221406.66
1633,198763.37
1634,198725.53
1635,182015.17
1636,151438.23
1637,194831.32
1638,201505.61
1639,191594.02
1640,247358.83
1641,184751.42
1642,254742.29
1643,222549.63
1644,236093.16
1645,224681.17
1646,165876.77
1647,170518.09
1648,124243.9
1649,129982.22
1650,120794.09
1651,122543.27
1652,100834.3
1653,102745.01
1654,144812.5
1655,139586.84
1656,138600.94
1657,138360.58
1658,152187.41
1659,114637.27
1660,150682.88
1661,404032.99
1662,363036.52
1663,363926.55
1664,436068.26
1665,323571.44
1666,311281.87
1667,348108.5
1668,341286.24
1669,325097.44
1670,344707.22
1671,238949.13
1672,372297.23
1673,272724.19
1674,246530.93
1675,188888.7
1676,196249.28
1677,206051.79
1678,419018.67
1679,353261.93
1680,320434.2
1681,273870.71
1682,302170.14
1683,184860.11
1684,194057.45
1685,187176.07
1686,187425.64
1687,188580.31
1688,200549.0
1689,208189.21
1690,209896.06
1691,205147.57
1692,287070.23
1693,193288.67
1694,187405.49
1695,174247.57
1696,268486.94
1697,183265.23
1698,308822.22
1699,300530.13
1700,248582.17
1701,260269.0
1702,244063.59
1703,243792.65
1704,270988.45
1705,268116.34
1706,391346.39
1707,225218.24
1708,195089.46
1709,261114.93
1710,229019.07
1711,285291.51
1712,242981.72
1713,267686.35
1714,220156.13
1715,209254.69
1716,186196.91
1717,199958.7
1718,134953.08
1719,216944.45
1720,242061.55
1721,181592.19
1722,121367.68
1723,158148.4
1724,211794.19
1725,236138.76
1726,203881.6
1727,146790.2
1728,198624.15
1729,158825.75
1730,182038.88
1731,125558.29
1732,136224.95
1733,106612.51
1734,107791.93
1735,139603.91
1736,98792.57
1737,299074.62
1738,233754.5
1739,259751.9
1740,198455.11
1741,185663.56
1742,175887.91
1743,179320.69
1744,320791.81
1745,218743.62
1746,234523.26
1747,232026.53
1748,237938.81
1749,144832.22
1750,143308.92
1751,260778.6
1752,108006.61
1753,145474.79
1754,205499.94
1755,161938.33
1756,129744.99
1757,115603.13
1758,154727.69
1759,167928.98
1760,173146.74
1761,160164.05
1762,190473.03
1763,187341.87
1764,112672.6
1765,187815.39
1766,193835.88
1767,228556.92
1768,147472.82
1769,185017.92
1770,159391.86
1771,118279.55
1772,125972.94
1773,122722.03
1774,153022.21
1775,139041.61
1776,143125.59
1777,113300.21
1778,145339.12
1779,119917.3
1780,193702.5
1781,127954.05
1782,64075.04
1783,133459.61
1784,102313.59
1785,139421.94
1786,148545.01
1787,192003.51
1788,48926.49
1789,112710.96
1790,45291.16
1791,213303.3
1792,164865.88
1793,148377.5
1794,176541.11
1795,132471.46
1796,140674.29
1797,150645.91
1798,117367.03
1799,113375.2
1800,130774.59
1801,112660.41
1802,154114.69
1803,159571.48
1804,130025.43
1805,142414.79
1806,132786.12
1807,151823.88
1808,122977.81
1809,118600.26
1810,149542.27
1811,96349.84
1812,102626.44
1813,117340.99
1814,88724.79
1815,28019.16
1816,103252.85
1817,106312.05
1818,165666.16
1819,140614.32
1820,46802.89
1821,124146.56
1822,160922.99
1823,31314.54
1824,145572.76
1825,138483.27
1826,92901.52
1827,88248.73
1828,127159.76
1829,154732.44
1830,149173.04
1831,151248.3
1832,71194.33
1833,146407.92
1834,112793.91
1835,119453.98
1836,131320.15
1837,80694.85
1838,113750.75
1839,98451.34
1840,148027.27
1841,134993.11
1842,94003.86
1843,122670.0
1844,144111.82
1845,138861.82
1846,148585.09
1847,153253.77
1848,24033.85
1849,129558.26
1850,117184.14
1851,152686.92
1852,136632.26
1853,121195.39
1854,177331.32
1855,156080.57
1856,237829.99
1857,158108.18
1858,160231.72
1859,121965.94
1860,159838.44
1861,120925.96
1862,322889.44
1863,321546.43
1864,321559.12
1865,359973.51
1866,354115.68
1867,239517.82
1868,299977.83
1869,220727.46
1870,238958.55
1871,285243.18
1872,184822.82
1873,232182.47
1874,153195.4
1875,208620.4
1876,198787.09
1877,209137.73
1878,222158.3
1879,121049.58
1880,133726.24
1881,245808.12
1882,249752.25
1883,193543.05
1884,207703.29
1885,254612.7
1886,287887.92
1887,228782.45
1888,271871.2
1889,178010.82
1890,113234.22
1891,138964.88
1892,87617.25
1893,131670.88
1894,111628.48
1895,132895.13
1896,131911.99
1897,107321.82
1898,120742.56
1899,160128.93
1900,156241.96
1901,167223.45
1902,141816.3
1903,219620.51
1904,142759.85
1905,194356.8
1906,145145.87
1907,213024.42
1908,120674.64
1909,146475.08
1910,129218.17
1911,210070.17
1912,298847.43
1913,149012.62
1914,62623.1
1915,302032.19
1916,41963.81
1917,262073.53
1918,146459.17
1919,191494.55
1920,163869.68
1921,367436.01
1922,342713.44
1923,228032.39
1924,216889.83
1925,210464.12
1926,375482.05
1927,124322.83
1928,150404.68
1929,114871.75
1930,125570.35
1931,146765.78
1932,138655.39
1933,195681.42
1934,180827.58
1935,173527.53
1936,194394.9
1937,179894.76
1938,172887.66
1939,251391.5
1940,188105.61
1941,170246.1
1942,180728.0
1943,217567.82
1944,352099.79
1945,360467.91
1946,146907.26
1947,313436.71
1948,166190.59
1949,255807.81
1950,202261.29
1951,251867.66
1952,213062.47
1953,180202.84
1954,193824.71
1955,132480.98
1956,296601.75
1957,155950.45
1958,289807.37
1959,139508.91
1960,94582.9
1961,124466.75
1962,82452.26
1963,104552.82
1964,89861.54
1965,136538.8
1966,143651.26
1967,292166.22
1968,379008.4
1969,364077.91
1970,375853.28
1971,433731.37
1972,356591.91
1973,283551.55
1974,333217.03
1975,437998.92
1976,268134.41
1977,343693.09
1978,322674.71
1979,310156.53
1980,193959.8
1981,337715.12
1982,208878.94
1983,199939.41
1984,175541.58
1985,240417.53
1986,209633.57
1987,207616.04
1988,179530.8
1989,205899.41
1990,218500.58
1991,219477.45
1992,239108.67
1993,189869.64
1994,247027.94
1995,188807.37
1996,260845.22
1997,315936.35
1998,289737.3
1999,272259.33
2000,294694.69
2001,266975.49
2002,255999.46
2003,250363.15
2004,286128.91
2005,249222.06
2006,226949.96
2007,251927.86
2008,223091.31
2009,206567.0
2010,201188.28
2011,154903.77
2012,183799.48
2013,179953.52
2014,178951.07
2015,207764.68
2016,196246.06
2017,199010.39
2018,130958.0
2019,139665.9
2020,90010.12
2021,95392.42
2022,180377.67
2023,146978.33
2024,270268.53
2025,324624.7
2026,174819.0
2027,156170.28
2028,156952.8
2029,166740.31
2030,272111.59
2031,255219.3
2032,282040.52
2033,262811.81
2034,180306.51
2035,224471.25
2036,210974.64
2037,211788.72
2038,320636.69
2039,224184.91
2040,313955.37
2041,291485.32
2042,207517.95
2043,174002.84
2044,188943.58
2045,202499.3
2046,140222.66
2047,141557.6
2048,153308.09
2049,134357.54
2050,181044.39
2051,115158.66
2052,136655.74
2053,145016.07
2054,78291.04
2055,160388.08
2056,153132.52
2057,108100.13
2058,212267.97
2059,137739.9
2060,168461.24
2061,195264.27
2062,120269.58
2063,118283.78
2064,129633.33
2065,125713.1
2066,182477.59
2067,133603.57
2068,141482.5
2069,87791.54
2070,117508.04
2071,91987.97
2072,151468.71
2073,133579.58
2074,172079.11
2075,160971.64
2076,130849.93
2077,149068.48
2078,113300.56
2079,151395.3
2080,124528.0
2081,125601.35
2082,132608.77
2083,155724.0
2084,97297.45
2085,109641.58
2086,139301.91
2087,124675.3
2088,89233.73
2089,70902.12
2090,131968.4
2091,76742.39
2092,120583.94
2093,157265.99
2094,115062.28
2095,142598.74
2096,82272.84
2097,95036.22
2098,155833.16
2099,24475.21
2100,58991.72
2101,107845.25
2102,145840.02
2103,88416.98
2104,145612.4
2105,133413.88
2106,33083.76
2107,201486.6
2108,115877.38
2109,91056.57
2110,126982.43
2111,145010.38
2112,132714.27
2113,110038.08
2114,113219.66
2115,155238.98
2116,116083.99
2117,143630.79
2118,123406.83
2119,100213.7
2120,122947.49
2121,88568.73
2122,92904.64
2123,78087.92
2124,179805.39
2125,134643.87
2126,143292.99
2127,173002.18
2128,142956.45
2129,110275.69
2130,130607.35
2131,144217.98
2132,106974.87
2133,125455.23
2134,122914.38
2135,103005.79
2136,46688.0
2137,115486.39
2138,136031.66
2139,152013.88
2140,131879.58
2141,166061.46
2142,122459.49
2143,143631.4
2144,118072.89
2145,147195.68
2146,199439.01
2147,140499.78
2148,152661.07
2149,153336.3
2150,231819.99
2151,139300.81
2152,176539.21
2153,201485.16
2154,102608.54
2155,148731.47
2156,251607.39
2157,230761.91
2158,239179.41
2159,225429.7
2160,198154.49
2161,249939.03
2162,370387.53
2163,369308.9
2164,254602.57
2165,192588.78
2166,165596.66
2167,222546.52
2168,190746.17
2169,202269.93
2170,219009.3
2171,160019.08
2172,143758.29
2173,184567.06
2174,221531.62
2175,277524.02
2176,303526.88
2177,230953.47
2178,225169.35
2179,148978.55
2180,212592.78
2181,206326.56
2182,234076.31
2183,206818.85
2184,124936.98
2185,127779.13
2186,143411.32
2187,167188.83
2188,175534.63
2189,308589.69
2190,81098.9
2191,69383.42
2192,76267.97
2193,123802.58
2194,103687.97
2195,85133.05
2196,106990.13
2197,112516.11
2198,161832.59
2199,197319.48
2200,142320.01
2201,139505.28
2202,204287.88
2203,136761.13
2204,151738.95
2205,112546.65
2206,143793.87
2207,225994.37
2208,244089.31
2209,200570.61
2210,129432.98
2211,123614.46
2212,119741.07
2213,95803.59
2214,138759.49
2215,93679.15
2216,140131.37
2217,55013.3
2218,86828.65
2219,81140.26
2220,63477.63
2221,302500.0
2222,279431.49
2223,296863.05
2224,220645.8
2225,134659.06
2226,175548.45
2227,214094.52
2228,291294.46
2229,259402.02
2230,146629.08
2231,228068.87
2232,175981.7
2233,193285.98
2234,267226.07
2235,235852.25
2236,257318.27
2237,312994.91
2238,219095.73
2239,116300.51
2240,169776.62
2241,146425.74
2242,119829.79
2243,125935.45
2244,100233.3
2245,103406.51
2246,134079.95
2247,126498.25
2248,125195.78
2249,114115.8
2250,127368.06
2251,106042.37
2252,182303.36
2253,161882.26
2254,176101.32
2255,194938.21
2256,185743.62
2257,212406.06
2258,157916.95
2259,173034.57
2260,173823.35
2261,207312.19
2262,223152.36
2263,346028.48
2264,406196.38
2265,166003.09
2266,297220.2
2267,337286.21
2268,404594.81
2269,164329.46
2270,204957.57
2271,213784.35
2272,209458.31
2273,160667.55
2274,186075.05
2275,156003.08
2276,197133.33
2277,188204.89
2278,158929.09
2279,129890.03
2280,112347.64
2281,166917.75
2282,180016.9
2283,110240.29
2284,116914.06
2285,141285.24
2286,115012.66
2287,369860.1
2288,284146.62
2289,306794.84
2290,398971.9
2291,329124.64
2292,399753.35
2293,412603.24
2294,364952.78
2295,419843.33
2296,244965.99
2297,360686.0
2298,347532.4
2299,330286.19
2300,315980.25
2301,328515.25
2302,237657.34
2303,240222.86
2304,235412.24
2305,200176.97
2306,191404.96
2307,196798.9
2308,223218.88
2309,296122.64
2310,209790.72
2311,205229.82
2312,178475.45
2313,184133.24
2314,190247.98
2315,188472.63
2316,219053.74
2317,192750.05
2318,192845.82
2319,195874.96
2320,191152.13
2321,248383.99
2322,204484.47
2323,202160.55
2324,204330.94
2325,221705.31
2326,189438.72
2327,209149.38
2328,234790.89
2329,194354.16
2330,184953.41
2331,311262.22
2332,372469.86
2333,297528.02
2334,253409.76
2335,289547.32
2336,290044.67
2337,201493.54
2338,260629.49
2339,233675.19
2340,387511.92
2341,210398.36
2342,237133.88
2343,230477.05
2344,224758.93
2345,226057.25
2346,220590.17
2347,195437.13
2348,247167.52
2349,168374.88
2350,322500.35
2351,267881.08
2352,253060.54
2353,247369.94
2354,140874.61
2355,157448.34
2356,163638.58
2357,191397.76
2358,194816.11
2359,129450.99
2360,113834.09
2361,147688.49
2362,258059.61
2363,152792.59
2364,185552.02
2365,223183.87
2366,203704.26
2367,223438.59
2368,226903.92
2369,203383.62
2370,168708.53
2371,166740.14
2372,191955.33
2373,293011.16
2374,310747.32
2375,246712.64
2376,269489.41
2377,303417.9
2378,151503.7
2379,222294.28
2380,156945.98
2381,178533.75
2382,224765.84
2383,201561.68
2384,244579.78
2385,168563.26
2386,133990.35
2387,133369.39
2388,112635.15
2389,124173.14
2390,152871.05
2391,145774.29
2392,111482.05
2393,166993.03
2394,144935.01
2395,218414.21
2396,146444.24
2397,214470.89
2398,141742.14
2399,45833.84
2400,54304.55
2401,121223.06
2402,141159.94
2403,144007.02
2404,146858.48
2405,169751.73
2406,139692.09
2407,128806.65
2408,160745.2
2409,110287.73
2410,198139.84
2411,110021.38
2412,155207.36
2413,125247.91
2414,162428.67
2415,133376.61
2416,137579.23
2417,130710.17
2418,133040.79
2419,122765.22
2420,127905.2
2421,135725.98
2422,100131.87
2423,116648.99
2424,150840.86
2425,216812.22
2426,125310.21
2427,127333.64
2428,195467.57
2429,99697.24
2430,132727.69
2431,102789.57
2432,141450.59
2433,144984.65
2434,131815.69
2435,156023.11
2436,116687.34
2437,105041.64
2438,116703.36
2439,112080.1
2440,133871.92
2441,112017.17
2442,93370.07
2443,145730.49
2444,123394.82
2445,81619.78
2446,133151.66
2447,197349.21
2448,127795.46
2449,125298.42
2450,159047.66
2451,121655.21
2452,207605.87
2453,88119.63
2454,96513.42
2455,126574.19
2456,130656.49
2457,116572.23
2458,132132.79
2459,99980.03
2460,153926.13
2461,127259.22
2462,125285.15
2463,126828.42
2464,166071.55
2465,141522.55
2466,117745.95
2467,158788.75
2468,76141.58
2469,71167.21
2470,192418.77
2471,224544.79
2472,172309.45
2473,104627.1
2474,66086.87
2475,241421.59
2476,103244.45
2477,96789.61
2478,143878.66
2479,103326.77
2480,144651.73
2481,125794.34
2482,123134.85
2483,102965.51
2484,133354.55
2485,129743.31
2486,140976.51
2487,185148.03
2488,179551.61
2489,163195.53
2490,149394.55
2491,115598.89
2492,194407.53
2493,163345.83
2494,154914.89
2495,94546.13
2496,238367.86
2497,162134.96
2498,96488.89
2499,78430.48
2500,109877.66
2501,142080.72
2502,148110.14
2503,93004.55
2504,176514.01
2505,234569.85
2506,267314.36
2507,277134.8
2508,265135.65
2509,228875.42
2510,227091.88
2511,182206.74
2512,216670.81
2513,236372.52
2514,281790.74
2515,132370.72
2516,178753.7
2517,152328.46
2518,148013.89
2519,238681.33
2520,221772.33
2521,192155.66
2522,229710.37
2523,115216.32
2524,133408.84
2525,129740.31
2526,139246.62
2527,116455.82
2528,124753.38
2529,156768.76
2530,128783.37
2531,258214.75
2532,229628.3
2533,205763.36
2534,248049.89
2535,278925.45
2536,242831.99
2537,245372.15
2538,191461.7
2539,207931.62
2540,190130.93
2541,190718.12
2542,164281.09
2543,124319.37
2544,120912.23
2545,153521.28
2546,140020.71
2547,162651.71
2548,168424.98
2549,161573.34
2550,573069.68
2551,151238.12
2552,142263.26
2553,73159.38
2554,91661.1
2555,120923.58
2556,94193.07
2557,111650.47
2558,174837.37
2559,122140.48
2560,146487.6
2561,153655.96
2562,137562.67
2563,141954.82
2564,197982.94
2565,158007.98
2566,138893.75
2567,116342.68
2568,202457.73
2569,186496.59
2570,129448.2
2571,154906.54
2572,162632.22
2573,205795.78
2574,267406.66
2575,142630.01
2576,122744.81
2577,161714.11
2578,81932.69
2579,26561.67
2580,107558.38
2581,122463.49
2582,133919.28
2583,262255.16
2584,171066.92
2585,198836.51
2586,225384.95
2587,202046.34
2588,133239.3
2589,157693.32
2590,223805.64
2591,256189.65
2592,218981.16
2593,272765.85
2594,177134.75
2595,236626.31
2596,297710.67
2597,207932.33
2598,275072.72
2599,365588.89
2600,169055.85
2601,164421.62
2602,66082.04
2603,89222.14
2604,71341.57
2605,56693.32
2606,150209.44
2607,233821.63
2608,213962.75
2609,183511.03
2610,103324.46
2611,124223.09
2612,152957.33
2613,132859.33
2614,112687.62
2615,167414.66
2616,168891.91
2617,192063.49
2618,243171.62
2619,207627.01
2620,199794.85
2621,172183.44
2622,183809.93
2623,237816.39
2624,293868.74
2625,249731.74
2626,174052.64
2627,154084.76
2628,402259.68
2629,441827.12
2630,349203.82
2631,410350.08
2632,378077.26
2633,286013.08
2634,386008.91
2635,164083.95
2636,191443.03
2637,228594.59
2638,257429.55
2639,182564.67
2640,154455.87
2641,92495.79
2642,182642.11
2643,104645.38
2644,106500.73
2645,106464.7
2646,92159.33
2647,108239.75
2648,140189.01
2649,163469.84
2650,143510.93
2651,139991.28
2652,362005.07
2653,246062.46
2654,258059.96
2655,380874.89
2656,319016.44
2657,343507.37
2658,314458.81
2659,313455.65
2660,342831.65
2661,341280.17
2662,360297.44
2663,258300.28
2664,292087.0
2665,333630.24
2666,292891.31
2667,186617.25
2668,195155.11
2669,194663.59
2670,283872.26
2671,197326.69
2672,210861.91
2673,209406.72
2674,196498.5
2675,192303.77
2676,207728.57
2677,194892.27
2678,256423.29
2679,266327.88
2680,277096.99
2681,389215.65
2682,298073.18
2683,451560.21
2684,311523.39
2685,307121.73
2686,252155.57
2687,292880.3
2688,219092.01
2689,217702.81
2690,359034.43
2691,181198.76
2692,151325.69
2693,207466.7
2694,145136.41
2695,197036.38
2696,186888.71
2697,179087.95
2698,207911.77
2699,169094.48
2700,153617.49
2701,160204.14
2702,119481.42
2703,148274.28
2704,140362.88
2705,104861.92
2706,107830.96
2707,140254.95
2708,113536.33
2709,103959.28
2710,124114.46
2711,247695.34
2712,368135.08
2713,165866.84
2714,153716.73
2715,169795.06
2716,145368.64
2717,190402.7
2718,219303.89
2719,137287.83
2720,198532.2
2721,136944.13
2722,176206.76
2723,168971.28
2724,125569.04
2725,124536.34
2726,134680.42
2727,178361.18
2728,186295.86
2729,152195.72
2730,138766.14
2731,146489.91
2732,132780.81
2733,165428.88
2734,171423.54
2735,129015.62
2736,135484.13
2737,114042.8
2738,128788.12
2739,156338.17
2740,146249.75
2741,149156.46
2742,177609.3
2743,157919.52
2744,173411.42
2745,147465.64
2746,129944.64
2747,175427.58
2748,121101.24
2749,134514.83
2750,113719.29
2751,133798.99
2752,235653.51
2753,138110.16
2754,230961.98
2755,141245.99
2756,80730.53
2757,69648.47
2758,79849.29
2759,171792.5
2760,128841.71
2761,135893.04
2762,132213.97
2763,205972.17
2764,185248.65
2765,278783.22
2766,117162.18
2767,79379.25
2768,113980.88
2769,134991.29
2770,161587.28
2771,102321.56
2772,98108.08
2773,174448.52
2774,143816.3
2775,117135.88
2776,139115.97
2777,164640.43
2778,133107.47
2779,125774.99
2780,104027.02
2781,88206.69
2782,83751.59
2783,78296.37
2784,121666.82
2785,142556.82
2786,48042.33
2787,126145.15
2788,55791.9
2789,172739.59
2790,90054.27
2791,103564.83
2792,51247.65
2793,146530.86
2794,79297.3
2795,108722.12
2796,91069.41
2797,209989.72
2798,121511.27
2799,111765.77
2800,64965.04
2801,107907.63
2802,132868.85
2803,168058.73
2804,150672.46
2805,117859.46
2806,75325.47
2807,171323.5
2808,150325.04
2809,120189.03
2810,125331.37
2811,172817.74
2812,180853.63
2813,150371.23
2814,146504.89
2815,110434.3
2816,219209.27
2817,160182.86
2818,136495.13
2819,201936.12
2820,139741.19
2821,124115.66
2822,215734.13
2823,309793.57
2824,169371.06
2825,177841.4
2826,124289.02
2827,140041.65
2828,242217.69
2829,228288.74
2830,224401.79
2831,198783.77
2832,230747.38
2833,318767.25
2834,226172.73
2835,234711.77
2836,207582.63
2837,161121.05
2838,143482.56
2839,182787.22
2840,201242.15
2841,209765.88
2842,233925.97
2843,154716.79
2844,168725.15
2845,126173.98
2846,217563.56
2847,204030.52
2848,220075.99
2849,203218.29
2850,286671.09
2851,221543.09
2852,224658.16
2853,247373.34
2854,154764.64
2855,206759.47
2856,208282.91
2857,200555.62
2858,219356.38
2859,100376.05
2860,101127.62
2861,131143.76
2862,203008.58
2863,150724.82
2864,255843.17
2865,151609.61
2866,163727.25
2867,95390.46
2868,111906.42
2869,99950.47
2870,115195.23
2871,81508.67
2872,18336.57
2873,94728.96
2874,137706.21
2875,117006.78
2876,194135.41
2877,154261.34
2878,161155.0
2879,128128.8
2880,101956.01
2881,134261.26
2882,157468.72
2883,190541.64
2884,206502.35
2885,175257.7
2886,224848.15
2887,113940.74
2888,147173.89
2889,46018.45
2890,71716.21
2891,135138.63
2892,44393.2
2893,91202.95
2894,43577.01
2895,329163.6
2896,271940.09
2897,210387.84
2898,151879.58
2899,232003.61
2900,161223.04
2901,216931.55
2902,196637.11
2903,328749.9
2904,341222.28
2905,68345.01
2906,216089.53
2907,111885.4
2908,125467.69
2909,154771.78
2910,67010.86
2911,62015.77
2912,158929.09
2913,66537.99
2914,59585.13
2915,70845.48
2916,64513.27
2917,175092.16
2918,103860.1
2919,229100.42
